ID,Application
7B2B4F995B54387D,News Reactor 20100224.16
7B4D500E147E4391,Tor Browser 8.0.4 (x64)
7FD04185AF357BD5,UltraLeeacher 1.7.0.2969 / 1.8 Beta (Build 3490)
8F4AE1DF7D39F816,X-Ways WinHex x64
8A1C1C7C389A5320,Safari 3.2.3 (525.29)
8B87640A40EC9FC,Snagit 2020
8BCE06A9E923E1F9,Slack 4.10.3
8C816C711D66A6B5,MSN Messenger 6.2.0137 / 7.0.0820
8E4E81D9ADC545B8,Microsoft Your Phone
8EAFBD04EC8631CE,VMware Workstation 9/11 x64
8FB5CE5E2B049CE,Windows Defender (Win10 built-in)
8FDB062F1E486CAC,Microsoft Powerpoint 2013 32-bit
9A3BDAE86D5576EE,WinSCP 3.2.1 (Build 174) / 3.8.0 (Build 312)
9A165F62EDBFA161,Microsoft Store
9B9CDC69C1C24E2B,Windows Notepad x64 (Notepad.exe)
47592B67DD97A119,Windows Notepad x32 (Notepad.exe)
122C907C4DC5911F,Mozilla Firefox x32
18FA158A64C9508A,Mozilla Firefox x32
33A00252C0FA56DE,Mozilla Firefox x32
6B8904E2B6864F0F,Mozilla Firefox x32
40371339AD31A7E6,Mozilla Firefox x64
58BEE77C49899591,Apple iTunes 12xxx x64
59FE1486D27AA9D0,Electronic Arts Origin
607258D66273FF4D,Microsoft Edge
69BACC0499D41C4,Microsoft Excel 12
6DA48F37C95D6E1,Google Chrome
6F4D358E50595AC1,Emsisoft Anti-Malware (a2start.exe)
95962CD8E90977CA,Emsisoft Anti-Malware (a2start.exe)
78AA210563284496,Windows Performance Toolkit (wpa.exe)
31B6EBFFF794EF0D,Opera Browser (Opera.exe)
8DE2636CECD37184,MusicBee
D014C0BE50851F63,MusicBee 3.4.2.0 x86
C08DDE8C94C16B10,Cyberlink PowerDVD 18
D788E8BC973B89E9,PKWARE PKZIP for Windows 14
EA64CE14E5470C33,Microsoft.PowerShell_7.2.1.0 x64
F2D2624B34821C85,Opera Browser (Opera.exe)
A712C324879904B1,Malwarebytes (assistant.exe)
B916037C1E115FE0,Microsoft Skype (Microsoft.SkypeApp_15)
647853318C96DFA5,Microsoft.Windows.Cortana
4B5F45DE9912DE53,Microsoft.Office.Desktop.Access_16xxx
1F1F846F76251EA8,Microsoft.Office.Desktop.Word_16xxx
3FE28476179FF940,Turnipsoft Freda (ebook reader)
9C7CC110FF56D1BD,Microsoft Office PowerPoint 2010 x86
9C08AD74AD8708DF,Microsoft Publisher 2016 64-bit
9D91276B0BE3E46B,Windows Help and Support (Built-in) Win7
9DACEBAA9AC8CA4E,TLNews Newsreader 2.2.0 (Build 2430)
9EFF0B23D51FE003,XMind 201807140020
9F03AE476AD461FA,GroupsAloud 1.0
9F5C7755804B850A,Windows Script Host - wscript.exe (64-bit)
9FDA41B86DDCF1DB,VLC Media Player
10F5A20C21466E85,FTP Voyager 15.2.0.17
12DC1EA8E34B5A6,Microsoft Paint
13D1F3EA8D0E7308,Tracker Software PDF-Xchange Viewer
16D71406474462B5,Snagit Editor 12.4.1
16EC093B8F51508F,Opera 8.54 build 7730 / 9.64 build 10487 / 11.50 build 1074
16F2F0042DDBE0E8,Windows Terminal
17D3EB086439F0D7,TrueCrypt 7 x64
19CCEE0274976DA8,mIRC 4.72 / 5.61
23EF200CA6364EFF,Oracle VM VirtualBox 5.0.16
23F08DAB0F6AAF30,SoMud 1.3.3
27DA120D7E75CF1F,pbFTPClient 6.1
36C36598B08891BF,Vovox 2.5.3.4250
40F2ACA05D8A33F2,Minitab 16
44A3621B32122D64,Microsoft Office Word 2010 x64
46E77B87767B92,Opera Browser 75
46F433176BC0B3D2,WinRAR
49B5EDBD92D8CD58,FTP Commander 8.02
51DCEBA79099D8D2,Sapien PowerShell Studio
54C803DFC87B52BA,Nettalk 6.7.12
56C5204009D2B915,uTorrent 3.5.5
62BFF50B969C2575,Quintessential Media Player 5.0
62DBA7FB39BB0ADC,Yahoo Messenger
70B52CF73249257,Sococo 1.5.0.2274
73CE3745A843C0A4,FrostWire 5.1.4
74D7F43C1561FC1E,Windows Media Player 12
74EA779831912E30,Skype 7
86B804F7A28A3C17,Miranda IM 0.6.8 / 0.7.6 / 0.8.27 / 0.9.9 / 0.9.29
90E5E8B21D7E7924,Winamp 3.0d (Build 488)
92F1D5DB021CD876,NewsLeecher 4.0 / 5.0 Beta 6
93B18ADF1D948FA3,qutIM 0.2
98AAEA517363A6FA,Microsoft.DiagnosticDataViewer
98B0EF1C84088,fulDC 6.78
99C15CF3E6D52B61,mldonkey 3.1.0
135DF2A440ABE9BB,SoulSeek 156c
186B5CCADA1D986B,NewsGrabber 3.0.36
292A746334889A7E,SQLiteSpy 1.9.13
315E29A36E961336,Roboform 7.8
337ED59AF273C758,Microsoft Sticky Notes
352FD027C0E8F0E5,Zoom
387D72EB9C9AA960,UltraVNC 1.2.1.0 Launcher
409B67100697BCC0,Revo Uninstaller Pro 3.1.5
431A5B43435CC60B,Python (.pyc)
435A2F986B404EB7,SmartFTP 4.0.1214.0 / 7.0.2200.0
447E6AA2BBDFBC8A,Slack 4.11.3
466D339D8F21CFBF,Microsoft Snip & Sketch
469E4A7982CEA4D4,Microsoft Windows Wordpad
490C000889535727,WinMX 4.9.3.0
497F749B9F1A5D16,Microsoft.GamingApp
497B42680F564128,Zoner PhotoStudio 13 (Build 7)
500B8C1D5302FC9C,Python (.pyw)
521A29E5D22C13B4,Skype
550ABC1CB58EB92C,VeraCrypt 1.16 / 1.19 x64
590AEE7BDD69B59B,Windows Powershell 5.0 x64
624C8EB4922C2308,Modern CSV
770ECEBB12DFF1CA,Microsoft.Windows.CloudExperienceHost
776BEB1FCFC6DFA5,Thunderbird 1.0.6 (20050716) / 3.0.2
817BB211C92FD254,GOM Player 2.0.12.3375 / 2.1.28.5039
884FD37E05659F3A,VZOchat 6.3.5
888F2FA044591EDA,Twitter - Trusted Microsoft Store App (Win10)
918E0ECB43D17E23,Notepad (32-bit)
939C10C2C101C1B0,Stickies 9.0d
954EA5F70258B502,Windows Script Host - wscript.exe (32-bit)
971CC6AD207F36CB,PaintShopPro (X9)
2544FF74641B639D,WiseFTP 6.1.5
3168CC975B354A01,Slypheed 3.1.2 (Build 1120)
3461E4D1EB393C9C,WTW 0.8.18.2852 / 0.8.19.2940
3594AAB44BCA414B,Windows Photo Viewer
3866FF352D7719E1,Paint.NET 4.0.9
4278D3DC044FC88A,Gaim 1.5.0
4700FF5AE80A6713,PDFCreator 2.2
6728DD69A3088F97,Windows Command Processor - cmd.exe (64-bit)
7192F2DE78FD9E96,TIFNY 5.0.3
7593AF37134FD767,RealPlayer 6.0.6.99 / 7 / 8 / 10.5
7937DF3C65790919,FTP Explorer 10.5.19 (Build 001)
9027FE24326910D2,Thunderbird 38.6.0
9149D0F5EBF7F710,Microsoft Outlook (15)
9390EE5B658E96E,PuTTY 0.72 / 0.73
14354E216395983A,Remote Desktop Manager 2.1.0.0 FREE
18434D518C3A61EB,Minitab 17
20513CDF29D09C0E,Hex Editor Neo
23709F6439B9F03D,Hex Editor Neo 5.14
28493D9D08E13AA6,UltraVNC Viewer 1.2.1.0
50620FE75EE0093,VMware Player
67730E20CF5D43F7,MiTec JSON Viewer (JSONView.exe)
69639DF789022856,Google Chrome 86.0.4240.111
79370F660AB51725,UploadFTP 2.0.1.0
411447F7DE177C68,Windows DVD Maker 64-bit (Win7)
669967F27AFDEBEC,NirSoft PstPassword 1.20 (x86)
777483D3CDAC1727,Gajim 0.14.4
792699A1373F1386,Piolet 3.1.1
959668A81D4F220E,Sublime Text 3.2.1 (Build 3207)
969252CE11249FDD,Mozilla Firefox 40.0 / 44.0.2
7904145AF324576E,Total Commander 7.56a (Build 16.12.2010) / 8.52a 32-bit
8211531A7918B389,Newsbin Pro 6.00 (Build 1019) (JL support)
43578521D78096C6,Windows Media Player Classic Home Cinema 1.3 (32-bit)
573770283DC3D854,Microsoft Windows SecHealthUI (Defender)
37392221756DE927,RealPlayer SP 12
134620458666CCB0,TeraCopy 2.3 64-bit
290532160612E071,WinRAR 2.90 / 3.60 / 4.01 x64
A61657A5E5DFBDC,Microsoft.WindowsNotepad
CF02284227526D80,Powershell ISE
DFE3790E91D3A22F,Tracker Software PDF-XChange Editor
F1DFE90245A04467,MPC-BE 64 (Media Player Classic - Black Edition)
F7699CF2EED599AC,Microsoft.SecHealthUI
F039446000B1B829,SweetScape 010 Editor
FBB3E7490BA71A30,SQLite Expert
A0D6B1B874C6E9D2,TOR Browser 6.0.2
A2B95CA27B6C33D9,Windows Live Photo Gallery
A2C73C383525F1BB,RealVNC Viewer 5.3.0 64-bit
A4A5324453625195,Microsoft Office Word 2013 x86
A4A5324453625195,Microsoft Word 2013 32-bit
A4DEF57EE99D77E9,Nomad News 1.43
A6D4DFEC09C69409,Microsoft Word Viewer 11.8169.8172
A7BD71699CD38D1C,Microsoft Office Word 2010 x86
A8C43EF36DA523B1,Microsoft Office Word 2003 Pinned and Recent.
A10B45ADB36C1D27,PST Walker 5.54
A18DF73203B0340E,Microsoft Word 2016
A028C9DB28AA15A3,Piriform Defraggler 2.20.989 64-bit
A52B0784BD667468,Microsoft.Windows.Photos
A55ED4FBB973AEFB,Microsoft Teams
A581B8002A6EB671,WiseFTP 5.5.9
AA11F575087B3BDC,Unzbin 2.6.8
AD57BD0F4825CCE,WinRAR 6.01 Russian 64 bit
ADECFB853D77462A,Microsoft Office Word 2007 Pinned and Recent.
AE3F2ACD395B622E,QuickTime Player 6.5.1 / 7.0.3 / 7.5.5 (Build 249.13)
AE069D21DF1C57DF,mIRC 6.35 / 7.19
AEDD2DE3901A77F4,Pidgin 2.0.0 / 2.10.0 / 2.7.3
AF0FDD562E3F275B,Snagit 2020
B3F13480C2785AE,Paint 6.1 (build 7601: SP1)
B06A975B62567622,Windows Live Messenger 8.5.1235.0517 BETA
B8C13A5DD8C455A2,Titan FTP Server 8.40 (Build 1338)
B17D3D0C9CA7E29,Google Picasa 3.8 / 3.9
B39BC6B590F53961,HexChat 2.10.2 32-bit
B48CE76EDA60B97,Shareaza 8.0.0.112300
B50EE40805BD280F,QuickTime Alternative 1.9.5 (Media Player Classic 6.4.9.1)
B77EF7F3FC946302,Pale Moon Browser 26.1.1 (32-bit)
B0459DE4674AAB56,Windows Virtual PC - vmwindow.exe (32- and 64-bit)
B6267F3FCB700B60,WiseFTP 4.1.0
B08971C77377BDE3,Microsoft Visual Studio Community/Enterprise 2015
B74736C2BD8CC8A5,WinZip 15
B91050D8B077A4E8,Windows Media Center
BAACB5294867B833,Notepad++ 7.8.6
BAC8A6B507360131,Remote Desktop Connection Manager 2.2
BC0C37E84E063727,Windows Command Processor - cmd.exe (32-bit)
BD050AC447F6CD65,Microsoft Xbox App
BD249197A6FAEFF2,Windows Live Messenger 2011
BE71009FF8BB02A2,Microsoft Office Outlook x86
BEC10D3AAF939FFA,Pale Moon Browser 26.1.1 (64-bit)
BF9AE1F46BD9C491,Nimbuzz 2.0.0 (rev 6266)
BFE841F4D35C92B1,QuadSucker/News 5.0
C1EECE5026414C64,Recuva 1.52.1086 (64-bit)
C5C24A503B1727DF,XnView 1.98.2 Small / 1.98.2 Standard / 2.35
C7A4093872176C74,Paint Shop Pro Pinned and Recent.
C8AA3EAEE3D4343D,Trillian 0.74 / 3.1 / 4.2.0.25 / 5.0.0.35 (JL support)
C31B3D36438B5E2C,Visual Studio Enterprise 2017 Version 15.9.10
C54B96F328BDC28D,WiseFTP 7.3.0
C71EF2C372D322D7,PGP Desktop 10
C91D08DCFC39A506,SM Player 0.6.9 r3447
C98AB5CCF25DDA79,NewsShark 2.0
C99DDDE925D26DF3,Robo-FTP 3.7.9 CronMaker
C01827D56FF89056,Microsoft Sticky Notes
C5236FD5824C9545,PLAYXPERT 1.0.140.2822
C9950C443027C765,WinZip 9.0 SR-1 (6224) / 10.0 (6667)
CA1EB46544793057,RetroShare 0.5.2a (Build 4550)
CAEA34D2E74F5C8,uTorrent 3.4.7
CB1D97ACA3FB7E6B,Newz Crawler 1.9.0 (Build 4100)
CB984E3BC7FAF234,NewsRover 17.0 (Rev.0)
CB996A858D7F15C,PDF Architect 4.0.09.25450 64-bit
CBEB786F0132005D,VLC 0.7.2
CC4B36FBFB69A757,gtk-gnutella 0.97
CCA6383A507BAC64,Gadu-Gadu 10.5.2.13164
CD8CAFB0FB6AFDAB,uTorrent 1.7.7 / 1.8.5 / 2.0 / 2.21 / 3.0
CD40EAD0B1EB15AB,NNTPGrab 0.6.2
CDB6F0C373F2DA0F,stunnel 5.31
CFB56C56FA0F0A54,Mozilla 0.9.9
D1FC019238236806,Newsgroup Commander Pro 9.05
D3C5CF21E86B28AF,SeaMonkey 2.3.3
D4A589CAB4F573F7,Microsoft Project 2010 x86
D5C02FC7AFBB3FD4,NNTPGrab 0.6.2 Server
D7D647C92CD5D1E6,uTalk 2.6.4 r47692
D7DB75DB9CDD7C5D,Xnews 5.04.25
D33ECF70F0B74A77,Google Picasa 2.2.0
D93F411851D7C929,Windows Powershell 5.0 32-bit
D249D9DDD424B688,Google Chrome 81.0.4044.138
D0261ED6E16B200B,News File Grabber 4.6.0.4
D00655D2AA12FF6D,Microsoft Office PowerPoint 2016 x64
D7666C416CBA240C,NewsMan Pro 3.0.5.2
D8671C1ED93C75C8,Tor Browser 5.5.2
D41746B133D17456,Tkabber 0.11.1
D356105FAC5527EF,Steam 1/22/2021
D7528034B5BD6F28,Windows Live Mail Pinned and Recent.
DA7E8DE5B8273A0F,Yahoo Messenger 5.0.0.1226 / 6.0.0.1922
DBA909A61476CCEC,NewsWolf 1.41
DD658A07478B46C2,PIRCH98 1.0.1.1190
DE76415E0060CE13,Noworyta News Reader 2.9
DEE18F19C7E3A2EC,PopNote 5.21
E4BD2558BFAB368D,UltraDefrag 7.0.0
E6EA77A1D4553872,Gnucleus 1.8.6.0
E6EE34AC9913C0A9,VLC 0.6.2
E26F61AFB0824F2E,Photoshop CC 2015
E30BBEA3E1642660,Neebly 1.0.4
E36BFC8972E5AB1D,XPS Viewer
E40CB5A291AD1A5B,Songbird 1.9.3 (Build 1959)
E42A8E0F4D9B8DCF,Sysax FTP Automation 5.15
E57CFC995BDC1D98,Snagit 11
E70D383B15687E37,Notepad++ 5.6.8 / 6.6.7
E93DBDCEDE8623F2,Pandion 2.6.106
E0532B20AA26A0C9,QQ International 1.1 (2042)
E0246018261A9CCC,qutIM 0.2.80.0
EB7E629258D326A1,WindowWasher 6.6.1.18
EB3300E672136BC7,Stream Reactor 1.0 Beta 9 (uses VLC!)
EC3E36AF0CDCB3E1,Steam build 2/4/2016
ECD21B58C2F65A2F,StealthNet 0.8.7.9
ECDD9154E84D5544,Wickr Top Secret Messenger Desktop 2.3.5
ED49E1E6CCDBA2F5,GNUnet 0.8.1a
EF473FAB8120B354,uTorrent 3.5.5
EFB08D4E11E21ECE,Paltalk Messenger 10.0 (Build 409)
F01B4D95CF55D32A,Microsoft Windows Explorer
F2CB1C38AB948F58,X-Chat 1.8.10 / 2.6.9 / 2.8.9
F5AC5390B9115FDB,Microsoft Office PowerPoint 2007
F64DE962764B9B0F,FTPRush 1.1.3 / 2.15
F92E607F9DE02413,RealPlayer 14.0.6.666
F674C3A77CFE39D0,Winamp 2.95 / 5.1 / 5.621 / 5.666
F18460FDED109990,Windows Windows ms-settings
F920768FE275F7F4,Grabit 1.5.3 / 1.6.2 / 1.7.2
FAEF7DEF55A1D4B,VLC 2.2.6
FB3B0DBFEE58FAC8,Microsoft Office Word 2016/365 x64
FB7CA8059B8F2123,ooVoo 3.0.7.21
FB230A9FE81E71A8,Yahoo Messenger 11.0.0.2014-us
FC999F29BC5C3560,Robo-FTP 3.7.9
FD1AD55E472F20E0,Google Earth Pro 7.3.2.5491
FDBACA0A1FCE6055,MozBackup 1.5.1
FDBD48D45512DFFC,Photoshop 7
FE8BB4692DE7B989,Smart Defrag 4.3.0.847
FE9E0F7260000A12,RealVNC Server 5.3.0 64-bit (Connect+File Transfer)
FE57F5DF17B45FE,Wireshark 2.6.3
FF99BA2FB2E34B73,Microsoft Windows Calculator
FF224628F0E8103C,Morpheus 3.0.3.6
14A48FBE3D43239A,Windows System Information(msinfo32.exe)
B50F4A1D866B4B05,Microsoft.Office.Word 16xxx x64
CE0E7345DE1F1E26,Microsoft.Windows.PrintQueueActionCenter 1.0.1.0
CF0C5B2C9773BFA4,IDA Pro x64
DFC4675A96730EDE,Microsoft.WindowsFeedbackHub x64
399FB4899502F372,Mozilla Firefox
3476342AAB319002,Mozilla Firefox
4D202CABC6786CF7,Opera Browser
2A64B26BD99F0D16,Shareaza
A850D8ED37504C7C,Microsoft.Windows.Cortana
B2A0DF3F22CEC7E0,Microsoft.People_10
A97085EBDC30067F,microsoft.windowscommunicationsapps
4DDE7D7A7DFC5F29,VSCodium
F8F05350C84C9D76,Mozilla Thunderbird
4D939776340F1D18,LibreOffice Writer
E7F34DEE82980C52,LibreOffice Calc
14A989D191548BBC,Cyberlink PowerDVD16
2BCEF060ACE5A6DB,NordVPN
B8A48BFB1F2F0C8D,NordVPN
9E312F4ADEE9107,Opera Browser
43929AE4535C8DEA,Microsoft.SkypeApp 15 x86
69D97CDC8D4D5043,Microsoft.windowscommunicationsapps 
34B9A7AD69FF9C1B,Microsoft Access
436EB6EB1BD9F03F,Microsoft Visio 15
53F58609D680CDBC,Isobuster
58A5AF636F485FF2,RegistryExplorer
603EAABE372FB7EE,CorelDraw 17
60536F49B49E4689,Microsoft XmlNotepad 2007
D992BCC31B3E5727,Opera Browser
22E699DDC3928886,Fineprint PdfFactory
3EBCDFA8943CC8B8,SAPIEN SnippetEditor
DAA1194A2BD88BD7,SAPIEN Packager
92A0E470EECC63D3,RegistryExplorer
A968ADCD5F3991CD,CorelDraw Home 20
6518D6AE55CB5B8E,CorelDraw Home 20
EA5AF8CE5AEB5617,Notepad++
3FCB7925BE48C6D4,JSONBuddyApp
6B81D0477F64E02F,JSONBuddyApp
1AB724316049531,NordVPN
72B0317636C8DBC0,FSPro Event Log Explorer
75FDABDC3F4B24FC,Microsoft Windows Event Viewer (eventvwr.exe)
9303DE56D0685AF1,plist Editor Pro for Windows
56BD4EFC8F2E1F9C,XnSoft XnViewMP
70A4C8CFD9C64000,Programmer's Notepad (pn.exe)
ACB8CD11364E2DE8,VisualStudio
C343543D4EE31DE7,Microsoft Access
5E4713EB935BE0B1,foobar2000
254995F62CC3531A,Sanderson Forensics BPLister
68A0DBFB7D0781D5,Corel Photo Paint Home
24728462B60C215D,Microsoft.WindowsMaps x64
70202C58F1BC64FE,JeticoSoftware BCArchive
BD6F833ECE9F9890,Microsoft Sticky Notes
6F39A16F693777F6,Microsoft.MSPaint_8wekyb3d8bbwe
556353BEBA95157C,7Z
C45108AA42339506,PowerPoint Show 8
25CFC5224E58D5D9,Corel Photo Paint Home
F2A9149D1C88D093,Tor Browser (Firefox)
7C8ADB9F2028B7D4,SAPIEN Packager
B37A182B9A7A8098,SAPIEN.Packager
D1CC3F047E70A200,SAPIEN SnippetEditor
A6744F520B56975C,SAPIEN SnippetEditor
B06BC47EDD036329,SAPIEN PowerShell Studio
7FA8BDD163836F0C,WinRAR
D57380F96FCFDE2F,RegistryExplorer
F065AC336ABCAA3E,Adobe Acrobat DC
9501E18D7C2AB92E,Google Chrome
6DCAD003123A22FE,Android Studio
F203793BF9D14FF, Razer Central
21982DADE69F78D8,Opera Browser
7FF0B18F1611DAA4,Opera Browser
9645F58513B1A821,Windows Live Mail (wlmail.exe)
D27FF2AECE1FD1BF,Epic Privacy Browser
265142389B98FCB1,DVDFab 9 x86
18AE7CDA503D746E,Advanced System Optimizer 3
5E86FBBFFAE5937B,Waterfox Browser